Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0382322T,Ecole,Public,SANS OBJET,Ecole maternelle La Coccinelle,300 route Vanne ,,38360 NOYAREY,38360,38281,Noyarey,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476539382,,,ce.0382322T@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,72.0,,21380281200031,,,906774.6,6463927.2,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.24361749465714,5.636013829196704,"45.243617494657144,5.6360138291967035",Numéro de rue,1976-05-05,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382325W,Ecole,Public,SANS OBJET,Ecole primaire Pont du Drac,6 bis rue de la Liberté ,,38600 FONTAINE,38600,38169,Fontaine,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476267273,,,ce.0382325W@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,136.0,,21380169900199,,,911888.9,6458285.3,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.19129022139861,5.698704795379102,"45.19129022139861,5.698704795379102",Numéro de rue,1976-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382328Z,Ecole,Public,SANS OBJET,Ecole primaire Chamrousse,97 rue de l'Industrie ,,38170 SEYSSINET PARISET,38170,38485,Seyssinet-Pariset,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476096370,,,ce.0382328Z@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,221.0,,21380485900063,,,911929.0,6456576.5,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.17590055540846,5.69847165284558,"45.17590055540846,5.69847165284558",Numéro de rue,1976-04-29,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382457P,Ecole,Public,SANS OBJET,Ecole primaire Léon Jouhaux,6 rue du 140e Ria ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476547179,,,ce.0382457P@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,415.0,,21380185500130,,REP,915234.7,6456644.4,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.17548665205128,5.740559274858668,"45.175486652051276,5.740559274858668",Numéro de rue,1977-06-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382467A,Ecole,Public,SANS OBJET,Ecole primaire Le Val,3 rue du 19 Mars 1962 ,,38320 EYBENS,38320,38158,Eybens,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476251116,,,ce.0382467A@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,139.0,,21380158200106,,,915573.5,6455062.0,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.1611411804758,5.744169770105708,"45.1611411804758,5.7441697701057075",Numéro de rue,1977-07-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382482S,Ecole,Public,SANS OBJET,Ecole maternelle,Rue du Perron ,,38113 VEUREY VOROIZE,38113,38540,Veurey-Voroize,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476539302,,,ce.0382482S@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,44.0,,21380540100030,,,904995.9,6466949.5,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.27134856209592,5.614630475072974,"45.27134856209592,5.614630475072974",Numéro de rue,1977-09-20,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382559A,Ecole,Public,SANS OBJET,Ecole primaire Ampère,55 rue Ampère ,,38000 GRENOBLE,38000,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476961970,,,ce.0382559A@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,370.0,,21380185500155,,,912481.0,6457452.2,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.18361082221161,5.705876667178394,"45.18361082221161,5.705876667178394",Numéro de rue,1979-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382565G,Ecole,Public,SANS OBJET,Ecole primaire Bel Air,29 rue Victor Hugo ,,38320 EYBENS,38320,38158,Eybens,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476251165,,,ce.0382565G@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,131.0,,21380158200049,,,916133.2,6454771.5,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.15835174072161,5.751159994050053,"45.15835174072161,5.751159994050053",Numéro de rue,1979-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382595P,Ecole,Public,SANS OBJET,Ecole primaire Vaillant-Couturier,Place du 8 Février 1962 ,,38400 ST MARTIN D HERES,38400,38421,Saint-Martin-d'Hères,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476423998,,,ce.0382595P@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,184.0,,21380421400301,,,916057.7,6457600.1,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.18382906622512,5.751453830601672,"45.183829066225115,5.751453830601672",Numéro de rue,1980-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382646V,Ecole,Public,SANS OBJET,Ecole primaire Vercors,5 rue Aimé Bouchayer ,,38170 SEYSSINET PARISET,38170,38485,Seyssinet-Pariset,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476273235,,,ce.0382646V@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,184.0,,21380485900048,,,911645.4,6457591.2,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.18511894271387,5.695304249488793,"45.18511894271387,5.695304249488793",Numéro de rue,1981-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382648X,Ecole,Public,SANS OBJET,Ecole primaire La Mairie,Place Henri Chapais ,,38600 FONTAINE,38600,38169,Fontaine,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476261428,,,ce.0382648X@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,90.0,,21380169900108,,REP,910169.6,6458584.9,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.19451316873931,5.676953233734964,"45.19451316873931,5.676953233734964",Numéro de rue,1981-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382712S,Ecole,Public,SANS OBJET,Ecole primaire Lucie Aubrac,4 rue Henri Ding ,,38000 GRENOBLE,38000,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476463334,,,ce.0382712S@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,477.0,,21380185501146,,,914114.1,6457517.8,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.183695409106896,5.72668603685186,"45.183695409106896,5.72668603685186",Numéro de rue,1983-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382716W,Ecole,Public,SANS OBJET,Ecole maternelle Jules Verne,15 rue Hoche ,,38000 GRENOBLE,38000,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476467783,,,ce.0382716W@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,151.0,,21380185501138,,,914157.0,6457681.3,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.18515337453808,5.727303809157617,"45.18515337453808,5.727303809157617",Numéro de rue,1983-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382729K,Ecole,Public,SANS OBJET,Ecole primaire d'application Clémenceau,5 rue Roger Louis Lachat ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476544259,,,ce.0382729K@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,475.0,,21380185501732,,,915133.4,6457483.7,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.183070934239566,5.739641100248796,"45.183070934239566,5.739641100248796",Numéro de rue,1983-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,153,ECOLE ELEMENTAIRE D APPLICATION
0382796H,Ecole,Public,SANS OBJET,Ecole maternelle Jeanne Labourbe,2 square Jeanne Labourbe ,,38400 ST MARTIN D HERES,38400,38421,Saint-Martin-d'Hères,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476246685,,,ce.0382796H@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,64.0,,21380421400442,,REP,916453.8,6456333.2,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.17230429013463,5.755931129109048,"45.172304290134626,5.755931129109048",Numéro de rue,1985-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0382800M,Ecole,Public,SANS OBJET,Ecole primaire Gustave Rivet,Rue Gustave Rivet ,,38420 DOMENE,38420,38150,Domène,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476772061,,,ce.0382800M@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,243.0,,21380150900117,,,922854.1,6459998.5,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.20324530754545,5.83902897013876,"45.20324530754545,5.83902897013876",Numéro de rue,1985-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382801N,Ecole,Public,SANS OBJET,Ecole primaire Jean Jaurès,9 cours Jean Jaurès ,,38000 GRENOBLE,38000,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476464180,,,ce.0382801N@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,372.0,,21380185501674,,,913619.3,6458225.2,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.19021481696036,5.720700154078012,"45.19021481696036,5.720700154078012",Numéro de rue,1985-09-09,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382826R,Ecole,Public,SANS OBJET,Ecole primaire Ambroise Croizat,18 rue Honoré de Balzac ,,38400 ST MARTIN D HERES,38400,38421,Saint-Martin-d'Hères,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476424873,,,ce.0382826R@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,140.0,,21380421400038,,,916816.2,6457464.4,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.18236959943802,5.76104492479356,"45.18236959943802,5.76104492479356",Numéro de rue,1985-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382855X,Ecole,Public,SANS OBJET,Ecole primaire Gabriel Péri,6 rue Politzer ,,38400 ST MARTIN D HERES,38400,38421,Saint-Martin-d'Hères,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476426614,,,ce.0382855X@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,183.0,,21380421400228,,,916393.3,6458124.5,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.18844262126152,5.75595715240132,"45.188442621261515,5.75595715240132",Numéro de rue,1986-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382874T,Ecole,Public,SANS OBJET,Ecole primaire Jules Ferry,47 rue Léon Jouhaux ,,38100 GRENOBLE,38100,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476447188,,,ce.0382874T@ac-grenoble.fr,0.0,0.0,1.0,,,,,,,,,,,,,380.0,,21380185501690,,REP,915334.1,6457177.0,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.18024830770518,5.742059308693617,"45.18024830770518,5.742059308693617",Numéro de rue,1987-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,153,ECOLE ELEMENTAIRE D APPLICATION
0382889J,Ecole,Public,SANS OBJET,Ecole primaire Paul Bert,4 rue Chopin ,,38400 ST MARTIN D HERES,38400,38421,Saint-Martin-d'Hères,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476253465,,,ce.0382889J@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,125.0,,21380421400434,,,916077.4,6455644.8,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.16622776692195,5.750837393097374,"45.16622776692195,5.750837393097374",Numéro de rue,1987-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382890K,Ecole,Public,SANS OBJET,Ecole primaire Paul Eluard,1 avenue PAUL ELUARD ,,38400 ST MARTIN D HERES,38400,38421,Saint-Martin-d'Hères,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476242111,,,ce.0382890K@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,141.0,,21380421400426,,,915780.4,6455540.9,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.16538588422931,5.747013400990676,"45.16538588422931,5.747013400990676",Numéro de rue,1987-09-03,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382925Y,Ecole,Public,SANS OBJET,Ecole primaire Anthoard,3 rue Anthoard ,,38000 GRENOBLE,38000,38185,Grenoble,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476966934,,,ce.0382925Y@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,411.0,,21380185501716,,,913055.8,6458098.8,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.189251919026034,5.713473656831416,"45.189251919026034,5.7134736568314155",Numéro de rue,1989-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382929C,Ecole,Public,SANS OBJET,Ecole primaire Moucherotte,9 rue de la Levade ,,38170 SEYSSINET PARISET,38170,38485,Seyssinet-Pariset,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476960957,,,ce.0382929C@ac-grenoble.fr,0.0,0.0,1.0,,,,,,,,,,,,,189.0,,21380485900121,,,911204.3,6456977.6,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.17973259831218,5.689425144094976,"45.17973259831218,5.689425144094976",Numéro de rue,1989-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382931E,Ecole,Public,SANS OBJET,Ecole primaire Condorcet,3 rue du Doyen Gosse ,,38400 ST MARTIN D HERES,38400,38421,Saint-Martin-d'Hères,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476250226,,,ce.0382931E@ac-grenoble.fr,0.0,0.0,1.0,,,,,,,,,,,,,180.0,,21380421400400,,,917154.0,6455299.1,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.16277847003002,5.764378187666996,"45.16277847003002,5.764378187666996",Numéro de rue,1989-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382932F,Ecole,Public,SANS OBJET,Ecole primaire Paul Langevin,5 rue Paul Eluard ,,38602 FONTAINE CEDEX,38602,38169,Fontaine,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476271144,,,ce.0382932F@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,140.0,,21380169900306,,,911333.0,6457914.9,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.1881278254552,5.691469374842548,"45.188127825455204,5.691469374842548",Numéro de rue,1989-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0382940P,Ecole,Public,SANS OBJET,Ecole maternelle Les Ruires,2 place Réné Char ,,38320 EYBENS,38320,38158,Eybens,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,0.0,,,,0476242741,,,ce.0382940P@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,142.0,,21380158200130,,,915641.5,6453519.0,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.147234965855766,5.744352308455507,"45.147234965855766,5.744352308455507",Numéro de rue,1989-09-05,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0383013U,Ecole,Public,SANS OBJET,Ecole primaire Henri Barbusse,73 avenue Potie ,,38400 ST MARTIN D HERES,38400,38421,Saint-Martin-d'Hères,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476250028,,,ce.0383013U@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,212.0,,21380421400418,,REP,916718.7,6456241.7,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.17139763282523,5.759260450237401,"45.17139763282523,5.759260450237401",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383014V,Ecole,Public,SANS OBJET,Ecole primaire Jean-Jacques Rousseau,Rue Angelo Brunato ,,38420 DOMENE,38420,38150,Domène,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476772708,,,ce.0383014V@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,154.0,,21380150900091,,,922344.0,6459533.8,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.19922866300816,5.832323923193624,"45.19922866300816,5.8323239231936235",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383015W,Ecole,Public,SANS OBJET,Ecole primaire Le Bourg,21 rue Jean Macé ,,38320 EYBENS,38320,38158,Eybens,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476254058,,,ce.0383015W@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,171.0,,21380158200148,,,916232.2,6453818.7,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.14974678460052,5.751996624998043,"45.14974678460052,5.751996624998043",Numéro de rue,1991-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383030M,Ecole,Public,SANS OBJET,Ecole primaire Vercors,Chemin du Gua ,,38360 SASSENAGE,38360,38474,Sassenage,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476274035,,,ce.0383030M@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,201.0,,21380474300176,,,909020.1,6460182.4,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.209239066882745,5.66300901352495,"45.209239066882745,5.66300901352495",Numéro de rue,1992-09-10,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383032P,Ecole,Public,SANS OBJET,Ecole primaire Les Ruires,1 PLACE RENE CHAR ,,38320 EYBENS,38320,38158,Eybens,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476256992,,,ce.0383032P@ac-grenoble.fr,0.0,0.0,0.0,,,,,,,,,,,,,195.0,,21380158200163,,,915675.1,6453513.7,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 1,45.147176759589954,5.744777229412287,"45.147176759589954,5.7447772294122865",Numéro de rue,1992-09-10,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383038W,Ecole,Public,SANS OBJET,Ecole primaire Robespierre,40 rue des Buissonnées ,,38600 FONTAINE,38600,38169,Fontaine,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476260050,,,ce.0383038W@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,210.0,,21380169900314,,REP,911026.5,6459294.6,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.20063768403323,5.688166869207378,"45.20063768403323,5.688166869207378",Numéro de rue,1992-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383102R,Ecole,Public,SANS OBJET,Ecole primaire Les Balmes,29 avenue Lénine ,,38600 FONTAINE,38600,38169,Fontaine,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476274251,,,ce.0383102R@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,179.0,,21380169900322,,,911016.5,6458142.0,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.190268535051466,5.687540049127788,"45.190268535051466,5.687540049127788",Numéro de rue,1994-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383131X,Ecole,Public,SANS OBJET,Ecole primaire Marcel Cachin,Mail Marcel Cachin ,,38600 FONTAINE,38600,38169,Fontaine,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476267780,,,ce.0383131X@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,134.0,,21380169900330,,REP,911169.0,6458841.4,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.19651566380802,5.6897841265178215,"45.19651566380802,5.6897841265178215",Numéro de rue,1995-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383152V,Ecole,Public,SANS OBJET,Ecole primaire Les Pies,4 rue du Parc de Messkirch ,,38360 SASSENAGE,38360,38474,Sassenage,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476264574,,,ce.0383152V@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,312.0,,21380474300184,,,909412.0,6459236.1,EPSG:2154,Circonscription d'inspection du 1er degré de Fontaine-Vercors,45.20060415410117,5.667591055890154,"45.200604154101164,5.667591055890154",Numéro de rue,1996-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0383155Y,Ecole,Public,SANS OBJET,Ecole primaire Paul Langevin,3 rue Jules Verne ,,38400 ST MARTIN D HERES,38400,38421,Saint-Martin-d'Hères,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476426186,,,ce.0383155Y@ac-grenoble.fr,1.0,0.0,0.0,,,,,,,,,,,,,149.0,,21380421400475,,REP,916779.3,6457202.5,EPSG:2154,Circonscription d'inspection du 1er degré de Saint Martin d'Hères,45.18002446582794,5.760458857783247,"45.18002446582794,5.760458857783247",Numéro de rue,1996-09-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0350103X,Ecole,Public,SANS OBJET,Ecole élémentaire publique le Chevré,2 rue du Stade ,,35690 ACIGNE,35690,35001,Acigné,35,Ille-et-Vilaine,14,Rennes,53,Bretagne,0.0,1.0,,,,0299622426,,,ecole.0350103X@ac-rennes.fr,1.0,0.0,0.0,,,,,,,,,,,,,337.0,,21350001000037,,,362559.1,6791310.1,EPSG:2154,Circonscription d'inspection du 1er degré de Cesson-Sévigné,48.13485479830268,-1.5386163536596835,"48.13485479830268,-1.5386163536596837",Numéro de rue,1965-10-01,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0380417X,Ecole,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,Ecole primaire privée Le Rondeau Montfleury,Chemin la Croix de Montfleury ,BP 37,38700 CORENC,38700,38126,Corenc,38,Isère,8,Grenoble,84,Auvergne-Rhône-Alpes,1.0,1.0,,,,0476903197,,,ce.0380417X@ac-grenoble.fr,1.0,0.0,1.0,,,,,,,,,,,,,349.0,,06950150000016,,,915931.4,6460865.8,EPSG:2154,Circonscription d'inspection du 1er degré de Grenoble 5,45.21325582707123,5.751295195471615,"45.21325582707123,5.751295195471615",Numéro de rue,1971-03-25,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
